Product,Price,Link
"Cobratype Boomslang Gaming Desktop PC - Intel Core i7 12700KF, NVIDIA RTX 3070 Ti, 32 GB DDR5, 1 TB NVMe, AIO Liquid Cooler, Windows 11  Pro",$3299,https://www.newegg.com/p/3D5-000D-00147?Item=9SIAHT3H880963&Description=gaming&cm_re=gaming-_-9SIAHT3H880963-_-Product&cm_sp=SP-_-574846-_-0-_-6-_-9SIAHT3H880963-_-gaming-_-gaming-_-33
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled Intel Core i9 10900K 3.7Ghz 10-Core Processor, 32GB DDR4 Memory, GeForce RTX 3080 10GB GDDR6X Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",$3309,https://www.newegg.com/clx-set/p/3D5-000B-001K2?Description=gaming&cm_re=gaming-_-3D5-000B-001K2-_-Product
ASUS ROG Strix GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 SLI Support Video Card ROG-STRIX-RTX3090-O24G-GAMING,$3397,https://www.newegg.com/asus-geforce-rtx-3090-rog-strix-rtx3090-o24g-gaming/p/N82E16814126456?Description=gaming&cm_re=gaming-_-14-126-456-_-Product
"Velztorm Gladio Custom Built Powerful Gaming Desktop PC (AMD Ryzen 9 5900X 12-Core, 32GB RAM, 1TB PCIe SSD + 3TB HDD (3.5), NVIDIA GeForce RTX 3070, Wifi, Bluetooth, 2xUSB 3.0, 1xHDMI, Win 10 Home)",$3688,https://www.newegg.com/p/3D5-000W-010D0?Description=gaming&cm_re=gaming-_-3D5-000W-010D0-_-Product
"Cobratype Chimera Gaming Desktop PC - Intel Core i9-12900KF, NVIDIA RTX 3070 Ti, 32GB DDR4, 2 x 2TB NVMe, AIO Liquid Cooler, Windows 11 Pro",$3699,https://www.newegg.com/p/3D5-000D-00128?Description=gaming&cm_re=gaming-_-3D5-000D-00128-_-Product
"Skytech Prism II Gaming PC Desktop – Intel Core i7 11700K 3.6 GHz, RTX 3090 24G GDDR6X, 1TB NVME SSD, 16G DDR4 3200, 1000W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",$3749,https://www.newegg.com/st-prismll-0306-b-am-skytech-prism-ii-gaming-pc-desktop/p/3D5-000Z-00052?Description=gaming&cm_re=gaming-_-9SIA08CH762159-_-Product
"Velztorm Vertix Custom Built Gaming Desktop PC (AMD Ryzen 7 5800X 8-Core, 32GB RAM, 2TB SATA SSD, NVIDIA GeForce RTX 3070, Wifi, Bluetooth, 2xUSB 3.1, 4xUSB 3.0, 1xHDMI, Win 10 Pro)",$3758,https://www.newegg.com/velztorm-vertix/p/3D5-000W-08BZ4?Description=gaming&cm_re=gaming-_-3D5-000W-08BZ4-_-Product
"AORUS MODEL X Gaming PC Computer Desktop (Intel i9-11900K, NVIDIA GeForce RTX 3080 10GB GDDR6X, 16GB DDR4 RAM, 3TB M.2 SSD) - GB-AMXI9N8A-2051",$3899,https://www.newegg.com/aorus-gb-amxi9n8a-2051-model-x/p/N82E16883260002?Description=gaming&cm_re=gaming-_-83-260-002-_-Product
"Skytech Prism II Gaming PC Desktop – AMD Ryzen 9 5900X 3.7 GHz, RTX 3090 24G GDDR6X, 1TB NVME SSD, 16G DDR4 3200, 1000W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",$3949,https://www.newegg.com/st-prismll-0302-b-am-skytech-prism-ii-gaming-pc-desktop/p/3D5-000Z-00053?Description=gaming&cm_re=gaming-_-9SIA08CH762285-_-Product
"Skytech Prism II Gaming PC Desktop - Intel i9-10900K 3.70 GHz, RTX 3090 24 GB GDDR6X, 1 TB NVMe, 16 GB DDR4 3000, Z490 Motherboard, 850W Gold PSU, 360mm AIO, AC Wi-Fi, Windows 10 Home 64-bit",$3999,https://www.newegg.com/skytech-st-prismii-0144-ne-prism-ii/p/N82E16883289077?Description=gaming&cm_re=gaming-_-9SIA08CEVJ4127-_-Product
"Cobratype Chimera Gaming Desktop PC - Intel Core i9-12900KF, NVIDIA RTX 3070 Ti, 32GB DDR5, 2 x 2TB NVMe, AIO Liquid Cooler, Windows 11 Pro",$3999,https://www.newegg.com/p/3D5-000D-00145?Item=9SIAHT3H880960&Description=gaming&cm_re=gaming-_-9SIAHT3H880960-_-Product&cm_sp=SP-_-574846-_-0-_-1-_-9SIAHT3H880960-_-gaming-_-gaming-_-17
"AORUS MODEL X Gaming PC Computer Desktop (AMD R9 5900X, NVIDIA GeForce RTX 3080 10GB GDDR6X, 32GB DDR4 RAM, 3TB M.2 SSD) - GB-AMXR9N8A-20A1",$3999,https://www.newegg.com/aorus-gb-amxr9n8a-20a1-model-x/p/N82E16883260003?Description=gaming&cm_re=gaming-_-83-260-003-_-Product
"Cobratype Titanoboa Gaming Desktop PC - Ryzen 5600X, RTX 3090, 16GB DDR4, 1TB NVMe, Windows 10 Pro -  Free Gaming Headset While Supplies Last",$4019,https://www.newegg.com/p/3D5-000D-000T0?Item=9SIAHT3F131451&Description=gaming&cm_re=gaming-_-9SIAHT3F131451-_-Product&cm_sp=SP-_-574846-_-0-_-1-_-9SIAHT3F131451-_-gaming-_-gaming-_-9
"Cobratype Parias Gaming Desktop PC - Intel i9-10900F, RTX 3090, 32GB DDR4, 2TB NVMe, Windows 10 Pro - Free Gaming Headset While Supplies Last",$4099,https://www.newegg.com/p/3D5-000D-000T1?Description=gaming&cm_re=gaming-_-9SIAHT3F131467-_-Product
"ASUS ROG Strix G15CE Gaming & Entertainment Desktop PC (Intel i7-11700KF 8-Core, 32GB RAM, 1TB m.2 SATA SSD + 3TB HDD (3.5), NVIDIA GeForce RTX 3080 Ti, Wifi, Bluetooth, 6xUSB 3.1, Win 10 Pro)",$4299,https://www.newegg.com/asus-rog-strix-g15ce/p/3D5-000F-01A35?Description=gaming&cm_re=gaming-_-3D5-000F-01A35-_-Product
"ADENINE Alpha002-MV Gaming Desktop - AMD Ryzen 9 5950X, MSI Ventus GeForce RTX 3080 Ti, AMD X570 ATX, 32GB RAM, 1TB M.2 2280 PCIe 4.0 x4 SSD, Win 10 Pro",$4299,https://www.newegg.com/adenine-alpha007/p/N82E16883099007?Description=gaming&cm_re=gaming-_-83-099-007-_-Product
"Cobratype Venom Gaming Desktop PC - Intel Core i9 10900F, NVIDIA RTX 3090, 64GB DDR4, 2TB NVMe, Windows 10 Pro - Free AIO Liquid Cooler While Supplies Last",$4349,https://www.newegg.com/p/3D5-000D-000T9?Item=9SIAHT3F131582&Description=gaming&cm_re=gaming-_-9SIAHT3F131582-_-Product&cm_sp=SP-_-574846-_-0-_-1-_-9SIAHT3F131582-_-gaming-_-gaming-_-18
"HP OMEN 30L Gaming Desktop PC - NVIDIA GeForce RTX 3090 Graphics Card, 10th Generation Intel Core i9-10850K Liquid Cooled Processor, 64GB HyperX RGB RAM, 1TB PCIe SSD, Windows 10 Pro, Tempered Glass",$4799,https://www.newegg.com/hp-omen-30l/p/3D5-0005-00EA2?Description=gaming&cm_re=gaming-_-9SIA8S1FTF8682-_-Product
"2021 Latest HP OMEN 30L NVIDIA RTX 3090 Gaming Desktop PC (RGB Liquid Cooled Intel i9-10850K, Z490 Mobo, 750 Watt Platinum PSU, Windows 10 Pro, 2TB NVMe SSD + 2TB HDD, 64GB HyperX RGB RAM)",$4799,https://www.newegg.com/hp-omen-30l/p/3D5-0005-00C18?Description=gaming&cm_re=gaming-_-3D5-0005-00C18-_-Product
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5900X 3.7Ghz 12-Core Processor, 32GB DDR4 Memory, GeForce RTX 3090 24GB GDDR6X Graphics, 960GB SSD, 4TB HDD, WiFi, Windows 10 Home 64-bit",$5049,https://www.newegg.com/p/3D5-000B-001U6?Description=gaming&cm_re=gaming-_-3D5-000B-001U6-_-Product
"CLX SET VR-Ready Gaming Desktop - Liquid Cooled AMD Ryzen 9 5950X 3.4Ghz 16-Core Processor, 64GB DDR4 Memory, GeForce RTX 3090 24GB GDDR6X Graphics, 1TB SSD, 6TB HDD, WiFi, Windows 10 Home 64-bit",$5819,https://www.newegg.com/p/3D5-000B-001U5?Description=gaming&cm_re=gaming-_-3D5-000B-001U5-_-Product
